,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Operating Cash Flow,754800000.0,653400000.0,776500000.0,724000000.0
Capital Expenditure,-285900000.0,-377000000.0,-362000000.0,-284600000.0
Depreciation And Amortization,171400000.0,155400000.0,137300000.0,120600000.0
Free Cash Flow,468900000.0,276400000.0,414500000.0,439400000.0
Stock Based Compensation,23800000.0,18700000.0,23300000.0,23700000.0
