,2026-02-28,2025-02-28,2024-02-29,2023-02-28
Operating Cash Flow,61044000.0,74967000.0,57005000.0,38151000.0
Capital Expenditure,-5913000.0,-10067000.0,-1334000.0,-1363000.0
Depreciation And Amortization,3110000.0,2644000.0,2379000.0,2480000.0
Free Cash Flow,55131000.0,64900000.0,55671000.0,36788000.0
Stock Based Compensation,751000.0,5049000.0,5708000.0,4188000.0
