,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Total Revenue,3431600000.0,3393200000.0,3328700000.0,3192900000.0
Operating Income,542300000.0,535700000.0,486200000.0,452400000.0
EBIT,542200000.0,531300000.0,466700000.0,459600000.0
EBITDA,745100000.0,725300000.0,676200000.0,674900000.0
Pretax Income,493400000.0,490000000.0,422300000.0,419800000.0
Net Income,343500000.0,345400000.0,297400000.0,288800000.0
Diluted EPS,2.16,2.127,1.834,1.784
Interest Expense,48800000.0,41300000.0,44400000.0,39800000.0
Tax Provision,130200000.0,122800000.0,104200000.0,113000000.0
