,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Operating Cash Flow,536500000.0,597100000.0,535000000.0,559900000.0
Capital Expenditure,-144500000.0,-135000000.0,-116900000.0,-116500000.0
Depreciation And Amortization,202900000.0,194000000.0,209500000.0,215300000.0
Free Cash Flow,392000000.0,462100000.0,418100000.0,443400000.0
Stock Based Compensation,24300000.0,24400000.0,21200000.0,17500000.0
