,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Operating Cash Flow,4462000000.0,4184000000.0,3976000000.0,2469000000.0
Capital Expenditure,-801000000.0,-1164000000.0,-1013000000.0,-916000000.0
Depreciation And Amortization,968000000.0,948000000.0,961000000.0,933000000.0
Free Cash Flow,3661000000.0,3020000000.0,2963000000.0,1553000000.0
Stock Based Compensation,95000000.0,109000000.0,141000000.0,148000000.0
