,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,18015000.0,17039000.0,60160000.0,82262000.0
Total Debt,81523000.0,86564000.0,9137000.0,9750000.0
Current Debt,11370000.0,5421000.0,0.0,
Long Term Debt,57101000.0,67428000.0,0.0,
Total Assets,394770000.0,388496000.0,289171000.0,281094000.0
Total Liabilities Net Minority Interest,134666000.0,146980000.0,44969000.0,44472000.0
Total Equity Gross Minority Interest,260104000.0,241516000.0,244202000.0,236622000.0
