,2025-08-31,2024-08-31,2023-08-31,2022-08-31
Cash And Cash Equivalents,337651000.0,422979000.0,425444000.0,503273000.0
Total Debt,1558509000.0,1574567000.0,1839921000.0,2220231000.0
Current Debt,,124842000.0,,
Long Term Debt,1368260000.0,1241131000.0,1612700000.0,1982424000.0
Total Assets,4304272000.0,4055040000.0,3962922000.0,4014305000.0
Total Liabilities Net Minority Interest,2117859000.0,2142580000.0,2342992000.0,2682897000.0
Total Equity Gross Minority Interest,2186413000.0,1912460000.0,1619930000.0,1331408000.0
