,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,9159000000.0,8505000000.0,9711000000.0,4954000000.0
Total Debt,49901000000.0,44948000000.0,44661000000.0,39554000000.0
Current Debt,6861000000.0,7082000000.0,6510000000.0,3414000000.0
Long Term Debt,42321000000.0,37224000000.0,37595000000.0,35657000000.0
Total Assets,107399000000.0,99467000000.0,100495000000.0,92187000000.0
Total Liabilities Net Minority Interest,86852000000.0,81296000000.0,81858000000.0,74914000000.0
Total Equity Gross Minority Interest,20547000000.0,18171000000.0,18637000000.0,17273000000.0
