,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Operating Cash Flow,12087000000.0,12507000000.0,13442000000.0,10811000000.0
Capital Expenditure,-4415000000.0,-5318000000.0,-5518000000.0,-5207000000.0
Depreciation And Amortization,4178000000.0,3815000000.0,3518000000.0,3280000000.0
Free Cash Flow,7672000000.0,7189000000.0,7924000000.0,5604000000.0
Stock Based Compensation,288000000.0,362000000.0,380000000.0,343000000.0
