,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Operating Cash Flow,2414069000.0,2228927000.0,2126817000.0,2022492000.0
Capital Expenditure,-1194366000.0,-1055988000.0,-934000000.0,-912677000.0
Depreciation And Amortization,1232106000.0,1163769000.0,1003211000.0,918960000.0
Free Cash Flow,1219703000.0,1172939000.0,1192817000.0,1109815000.0
Stock Based Compensation,79448000.0,77885000.0,70436000.0,63485000.0
