,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,180070000.0,288266000.0,453932000.0,112546000.0
Total Debt,976062000.0,986948000.0,1067353000.0,1470033000.0
Current Debt,472995000.0,417787000.0,324997000.0,653982000.0
Long Term Debt,374842000.0,449786000.0,622883000.0,694387000.0
Total Assets,3350759000.0,3293443000.0,3259925000.0,2746765000.0
Total Liabilities Net Minority Interest,1745376000.0,1698130000.0,1775395000.0,2138028000.0
Total Equity Gross Minority Interest,1605383000.0,1595313000.0,1484530000.0,608737000.0
