,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,70400000.0,55000000.0,34400000.0,24800000.0
Total Debt,121200000.0,145500000.0,142800000.0,144500000.0
Current Debt,26400000.0,800000.0,1400000.0,300000.0
Long Term Debt,54900000.0,98700000.0,97700000.0,104900000.0
Total Assets,761900000.0,796000000.0,715000000.0,694300000.0
Total Liabilities Net Minority Interest,286900000.0,320300000.0,290500000.0,299300000.0
Total Equity Gross Minority Interest,475000000.0,475700000.0,424500000.0,395000000.0
