,2025-11-30,2024-11-30,2023-11-30,2022-11-30
Cash And Cash Equivalents,5431000000.0,7613000000.0,7141000000.0,4236000000.0
Total Debt,6648000000.0,6056000000.0,4080000000.0,4633000000.0
Current Debt,,1499000000.0,,500000000.0
Long Term Debt,6210000000.0,4129000000.0,3634000000.0,3629000000.0
Total Assets,29496000000.0,30230000000.0,29779000000.0,27165000000.0
Total Liabilities Net Minority Interest,17873000000.0,16125000000.0,13261000000.0,13114000000.0
Total Equity Gross Minority Interest,11623000000.0,14105000000.0,16518000000.0,14051000000.0
