,2025-11-30,2024-11-30,2023-11-30,2022-11-30
Operating Cash Flow,10031000000.0,8056000000.0,7302000000.0,7838000000.0
Capital Expenditure,-179000000.0,-183000000.0,-360000000.0,-442000000.0
Depreciation And Amortization,818000000.0,857000000.0,872000000.0,856000000.0
Free Cash Flow,9852000000.0,7873000000.0,6942000000.0,7396000000.0
Stock Based Compensation,1942000000.0,1833000000.0,1718000000.0,1440000000.0
