,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,8336402000.0,2356470000.0,2088887000.0,1997566000.0
Total Debt,21865376000.0,16661007000.0,17375822000.0,14285897000.0
Current Debt,2265799000.0,1521734000.0,1601829000.0,1916441000.0
Long Term Debt,19541512000.0,15079453000.0,15692297000.0,12289248000.0
Total Assets,53338484000.0,46890255000.0,50570186000.0,44809014000.0
Total Liabilities Net Minority Interest,29559003000.0,23873688000.0,26782671000.0,22268804000.0
Total Equity Gross Minority Interest,23779481000.0,23016567000.0,23787515000.0,22540210000.0
