,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Operating Cash Flow,2656592000.0,3057583000.0,2549805000.0,2244040000.0
Capital Expenditure,-617769000.0,-674917000.0,-658142000.0,-615652000.0
Depreciation And Amortization,1415377000.0,1862331000.0,1776692000.0,1662455000.0
Free Cash Flow,2038823000.0,2382666000.0,1891663000.0,1628388000.0
Stock Based Compensation,153647000.0,164244000.0,208994000.0,163261000.0
