,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,9852000000.0,4009000000.0,8077000000.0,8524000000.0
Total Debt,39385000000.0,31275000000.0,34917000000.0,34488000000.0
Current Debt,3533000000.0,2214000000.0,3609000000.0,5579000000.0
Long Term Debt,35852000000.0,29061000000.0,31308000000.0,28909000000.0
Total Assets,110343000000.0,97321000000.0,98726000000.0,97154000000.0
Total Liabilities Net Minority Interest,56807000000.0,47649000000.0,51884000000.0,53006000000.0
Total Equity Gross Minority Interest,53536000000.0,49672000000.0,46842000000.0,44148000000.0
