,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Operating Cash Flow,1588446000.0,1501627000.0,1236029000.0,1095369000.0
Capital Expenditure,-129861000.0,-115118000.0,-90851000.0,-72895000.0
Depreciation And Amortization,218570000.0,206275000.0,159219000.0,142496000.0
Free Cash Flow,1458585000.0,1386509000.0,1145178000.0,1022474000.0
Stock Based Compensation,111343000.0,95204000.0,71653000.0,58094000.0
