,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,511665000.0,405854000.0,457815000.0,993196000.0
Total Debt,6309817000.0,4631969000.0,4627862000.0,4643521000.0
Current Debt,,,10902000.0,8713000.0
Long Term Debt,6202286000.0,4510816000.0,4496826000.0,4503233000.0
Total Assets,5702459000.0,5445439000.0,5518219000.0,4997535000.0
Total Liabilities Net Minority Interest,8356999000.0,6385436000.0,6257983000.0,6005460000.0
Total Equity Gross Minority Interest,-2654540000.0,-939997000.0,-739764000.0,-1007925000.0
