,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,34700000.0,41200000.0,49600000.0,74200000.0
Total Debt,1315800000.0,1279900000.0,1257000000.0,1190800000.0
Current Debt,3100000.0,3600000.0,3400000.0,2900000.0
Long Term Debt,364000000.0,363500000.0,361900000.0,321400000.0
Total Assets,2377100000.0,2343200000.0,2288100000.0,2159800000.0
Total Liabilities Net Minority Interest,1633400000.0,1597000000.0,1550300000.0,1434700000.0
Total Equity Gross Minority Interest,743700000.0,746200000.0,737800000.0,725100000.0
