,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Operating Cash Flow,2255000000.0,1939000000.0,1696000000.0,1706000000.0
Capital Expenditure,-266000000.0,-207000000.0,-158000000.0,-152000000.0
Depreciation And Amortization,632000000.0,613000000.0,323000000.0,258000000.0
Free Cash Flow,1989000000.0,1732000000.0,1538000000.0,1554000000.0
Stock Based Compensation,165000000.0,141000000.0,122000000.0,106000000.0
