,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,557000000.0,619000000.0,302000000.0,350000000.0
Total Debt,3327000000.0,3321000000.0,3084000000.0,2872000000.0
Current Debt,83000000.0,2000000.0,710000000.0,111000000.0
Long Term Debt,3028000000.0,3123000000.0,2175000000.0,2565000000.0
Total Assets,10457000000.0,10354000000.0,9987000000.0,9966000000.0
Total Liabilities Net Minority Interest,5168000000.0,5089000000.0,4770000000.0,4707000000.0
Total Equity Gross Minority Interest,5289000000.0,5265000000.0,5217000000.0,5259000000.0
