,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,2031000000.0,1101000000.0,762000000.0,0.0
Total Debt,2879000000.0,2767000000.0,2777000000.0,123000000.0
Current Debt,700000000.0,,,
Long Term Debt,1973000000.0,2599000000.0,2629000000.0,
Total Assets,7693000000.0,6406000000.0,5693000000.0,4825000000.0
Total Liabilities Net Minority Interest,4587000000.0,4361000000.0,4304000000.0,1585000000.0
Total Equity Gross Minority Interest,3106000000.0,2045000000.0,1389000000.0,3240000000.0
