,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,628500000.0,489600000.0,471200000.0,264400000.0
Total Debt,202300000.0,136900000.0,127600000.0,147200000.0
Current Debt,5700000.0,4100000.0,4800000.0,7500000.0
Long Term Debt,16800000.0,3300000.0,7400000.0,12600000.0
Total Assets,4063900000.0,3366000000.0,3058000000.0,3244000000.0
Total Liabilities Net Minority Interest,3166000000.0,2547000000.0,2108600000.0,2372000000.0
Total Equity Gross Minority Interest,897900000.0,819000000.0,949400000.0,872000000.0
