,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Operating Cash Flow,296200000.0,312800000.0,298600000.0,241100000.0
Capital Expenditure,-68000000.0,-92800000.0,-105400000.0,-117500000.0
Depreciation And Amortization,99300000.0,98000000.0,97000000.0,78500000.0
Free Cash Flow,228200000.0,220000000.0,193200000.0,123600000.0
Stock Based Compensation,6400000.0,3100000.0,6100000.0,8900000.0
