,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Cash And Cash Equivalents,369000000.0,334200000.0,359700000.0,328900000.0
Total Debt,1023900000.0,1025500000.0,1123100000.0,1084500000.0
Current Debt,236500000.0,224200000.0,150500000.0,288000000.0
Long Term Debt,697200000.0,706200000.0,875900000.0,731300000.0
Total Assets,2661100000.0,2645000000.0,2708400000.0,2784900000.0
Total Liabilities Net Minority Interest,1438800000.0,1435800000.0,1550700000.0,1615100000.0
Total Equity Gross Minority Interest,1222300000.0,1209200000.0,1157700000.0,1169800000.0
