,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Operating Cash Flow,680400000.0,668100000.0,716700000.0,557400000.0
Capital Expenditure,-63600000.0,-65100000.0,-89900000.0,-68000000.0
Depreciation And Amortization,206500000.0,175600000.0,152100000.0,119700000.0
Free Cash Flow,616800000.0,603000000.0,626800000.0,489400000.0
Stock Based Compensation,27300000.0,25800000.0,21800000.0,21600000.0
