,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Operating Cash Flow,5444000000.0,4267000000.0,3398000000.0,2723000000.0
Capital Expenditure,-911000000.0,-892000000.0,-697000000.0,-550000000.0
Depreciation And Amortization,738000000.0,564000000.0,562000000.0,433000000.0
Free Cash Flow,4533000000.0,3375000000.0,2701000000.0,2173000000.0
Stock Based Compensation,1955000000.0,1746000000.0,1604000000.0,1401000000.0
